event_id,well_id,depth_m,formation,event_type,severity,event_description,duration_hours,operational_impact
E0286,W069,698,Shale,Kick,High,"Unexpected formation influx in Shale at 698 m; flow check positive, BOP closed and circulation of kill mud carried out.",16.3,Significant non-productive time; remedial operations and additional materials required.
E0287,W070,3036,Limestone,Stuck Pipe,Low,Differential/mechanical sticking of the string at 3036 m in Limestone; hole cleaning improved and pipe recovered.,4.9,Minor non-productive time; operations resumed after routine parameter adjustment.
E0288,W070,2914,Limestone,Kick,Medium,"Pressure-related kick detected while drilling Limestone at 2914 m; annular pressure rise recorded, mud weight raised after control.",6.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0289,W070,188,Claystone,Casing Issue,Critical,Casing integrity concern noted opposite Claystone at 188 m; pressure test anomaly investigated before proceeding.,65,Major non-productive time; section objectives affected and specialist intervention required.
E0290,W070,900,Shale,Wellbore Instability,High,Borehole collapse tendency in Shale at 900 m; repeated back-reaming needed to maintain hole condition.,22.6,Significant non-productive time; remedial operations and additional materials required.
E0291,W070,296,Claystone,Kick,Medium,"Influx indication at 296 m in Claystone; pit gain and flow observed, well shut in and killed using the driller's method.",7.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0292,W070,1964,Limestone,Kick,High,"Pressure-related kick detected while drilling Limestone at 1964 m; annular pressure rise recorded, mud weight raised after control.",20.6,Significant non-productive time; remedial operations and additional materials required.
E0293,W071,3378,Sandstone,Mud Loss,Low,Partial loss of drilling fluid recorded at 3378 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,2.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0294,W072,1871,Limestone,Casing Issue,Low,Casing integrity concern noted opposite Limestone at 1871 m; pressure test anomaly investigated before proceeding.,5.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0295,W072,1434,Shale,Stuck Pipe,Medium,Drill string became stuck at 1434 m within the Shale section; overpull observed and jarring / working of pipe required.,13.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0296,W072,1004,Shale,Wellbore Instability,High,Hole instability and cavings from the Shale interval at 1004 m; tight hole on connections and reaming required.,27.2,Significant non-productive time; remedial operations and additional materials required.
E0297,W072,462,Claystone,Cementing Issue,High,Cement slurry losses while cementing across Claystone at 462 m; top of cement lower than designed.,21.8,Significant non-productive time; remedial operations and additional materials required.
E0298,W072,1601,Limestone,Kick,Medium,"Influx indication at 1601 m in Limestone; pit gain and flow observed, well shut in and killed using the driller's method.",9.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0299,W072,2444,Limestone,Cementing Issue,Medium,Cement slurry losses while cementing across Limestone at 2444 m; top of cement lower than designed.,9.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0300,W072,2977,Sandstone,Casing Issue,Low,Casing integrity concern noted opposite Sandstone at 2977 m; pressure test anomaly investigated before proceeding.,6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0301,W072,2207,Limestone,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 2207 m in Limestone; hole cleaning improved and pipe recovered.,15.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0302,W073,3258,Sandstone,Mud Loss,Low,Loss of circulation into porous Sandstone at 3258 m; drilling paused and a lost-circulation-material pill spotted.,3.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0303,W073,968,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 968 m; rotation lost, string freed after jarring and lubricant spotting.",15.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0304,W074,792,Shale,Casing Issue,High,Restricted casing passage through plastic Shale at 792 m; hole conditioned and casing rerun.,32.3,Significant non-productive time; remedial operations and additional materials required.
E0305,W074,2838,Limestone,Kick,Medium,"Unexpected formation influx in Limestone at 2838 m; flow check positive, BOP closed and circulation of kill mud carried out.",6.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0306,W074,3252,Sandstone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 3252 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,6.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0307,W074,98,Claystone,Casing Issue,Low,Casing integrity concern noted opposite Claystone at 98 m; pressure test anomaly investigated before proceeding.,5.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0308,W074,1375,Shale,Wellbore Instability,Medium,Sloughing Shale at 1375 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,11.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0309,W074,521,Shale,Wellbore Instability,Medium,Borehole collapse tendency in Shale at 521 m; repeated back-reaming needed to maintain hole condition.,11.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0310,W074,2844,Limestone,Kick,Medium,"Pressure-related kick detected while drilling Limestone at 2844 m; annular pressure rise recorded, mud weight raised after control.",7.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0311,W075,126,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 126 m in Shale; hole cleaning improved and pipe recovered.,12.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0312,W075,2015,Limestone,Mud Loss,Low,Partial loss of drilling fluid recorded at 2015 m in the Limestone interval; returns reduced and LCM pumped to regain circulation.,3.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0313,W075,2752,Sandstone,Wellbore Instability,Medium,Sloughing Sandstone at 2752 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,12.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0314,W076,628,Shale,Wellbore Instability,High,Borehole collapse tendency in Shale at 628 m; repeated back-reaming needed to maintain hole condition.,24.5,Significant non-productive time; remedial operations and additional materials required.
E0315,W076,1280,Shale,Mud Loss,Critical,Partial loss of drilling fluid recorded at 1280 m in the Shale interval; returns reduced and LCM pumped to regain circulation.,26.3,Major non-productive time; section objectives affected and specialist intervention required.
E0316,W076,333,Claystone,Casing Issue,Medium,Casing running difficulty at 333 m in the Claystone section; casing hung up and required reciprocation to reach depth.,13.2,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0317,W076,1522,Shale,Kick,High,"Unexpected formation influx in Shale at 1522 m; flow check positive, BOP closed and circulation of kill mud carried out.",20.9,Significant non-productive time; remedial operations and additional materials required.
E0318,W076,1749,Limestone,Kick,Critical,"Influx indication at 1749 m in Limestone; pit gain and flow observed, well shut in and killed using the driller's method.",35.2,Major non-productive time; section objectives affected and specialist intervention required.
E0319,W077,2694,Limestone,Stuck Pipe,High,Differential/mechanical sticking of the string at 2694 m in Limestone; hole cleaning improved and pipe recovered.,32.1,Significant non-productive time; remedial operations and additional materials required.
E0320,W077,2012,Limestone,Wellbore Instability,High,Sloughing Limestone at 2012 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,23.9,Significant non-productive time; remedial operations and additional materials required.
E0321,W077,152,Claystone,Wellbore Instability,High,Hole instability and cavings from the Claystone interval at 152 m; tight hole on connections and reaming required.,24.6,Significant non-productive time; remedial operations and additional materials required.
E0322,W077,1288,Shale,Stuck Pipe,Low,Drill string became stuck at 1288 m within the Shale section; overpull observed and jarring / working of pipe required.,5.7,Minor non-productive time; operations resumed after routine parameter adjustment.
E0323,W077,598,Shale,Casing Issue,High,Casing running difficulty at 598 m in the Shale section; casing hung up and required reciprocation to reach depth.,36,Significant non-productive time; remedial operations and additional materials required.
E0324,W077,608,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 608 m; rotation lost, string freed after jarring and lubricant spotting.",10.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0325,W077,2399,Limestone,Cementing Issue,High,Poor cement bond opposite Limestone at 2399 m; channelling indicated on the bond log and a remedial squeeze planned.,21.5,Significant non-productive time; remedial operations and additional materials required.
E0326,W078,1607,Shale,Wellbore Instability,Medium,Borehole collapse tendency in Shale at 1607 m; repeated back-reaming needed to maintain hole condition.,8.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0327,W079,2728,Limestone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 2728 m in the Limestone interval; returns reduced and LCM pumped to regain circulation.,5.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0328,W079,2285,Limestone,Mud Loss,Low,Partial loss of drilling fluid recorded at 2285 m in the Limestone interval; returns reduced and LCM pumped to regain circulation.,2.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0329,W079,280,Claystone,Cementing Issue,Low,Incomplete annular cement coverage near 280 m in Claystone; remedial cementing operation carried out.,4.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0330,W079,1291,Shale,Wellbore Instability,Low,Sloughing Shale at 1291 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0331,W079,1419,Shale,Stuck Pipe,Low,Differential/mechanical sticking of the string at 1419 m in Shale; hole cleaning improved and pipe recovered.,5.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0332,W080,3512,Sandstone,Mud Loss,Critical,Loss of circulation into porous Sandstone at 3512 m; drilling paused and a lost-circulation-material pill spotted.,26,Major non-productive time; section objectives affected and specialist intervention required.
E0333,W080,2293,Limestone,Stuck Pipe,High,Differential/mechanical sticking of the string at 2293 m in Limestone; hole cleaning improved and pipe recovered.,23.5,Significant non-productive time; remedial operations and additional materials required.
E0334,W080,3005,Limestone,Kick,Critical,"Influx indication at 3005 m in Limestone; pit gain and flow observed, well shut in and killed using the driller's method.",29.1,Major non-productive time; section objectives affected and specialist intervention required.
E0335,W080,2225,Limestone,Casing Issue,High,Restricted casing passage through plastic Limestone at 2225 m; hole conditioned and casing rerun.,35.8,Significant non-productive time; remedial operations and additional materials required.
E0336,W081,136,Claystone,Casing Issue,Low,Casing integrity concern noted opposite Claystone at 136 m; pressure test anomaly investigated before proceeding.,5.1,Minor non-productive time; operations resumed after routine parameter adjustment.
E0337,W081,1472,Shale,Stuck Pipe,High,"Pack-off and stuck pipe in Shale at 1472 m; rotation lost, string freed after jarring and lubricant spotting.",23.6,Significant non-productive time; remedial operations and additional materials required.
E0338,W082,673,Shale,Casing Issue,Medium,Casing integrity concern noted opposite Shale at 673 m; pressure test anomaly investigated before proceeding.,11.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0339,W082,2957,Limestone,Cementing Issue,Medium,Cement slurry losses while cementing across Limestone at 2957 m; top of cement lower than designed.,9.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0340,W082,2412,Limestone,Kick,Medium,"Pressure-related kick detected while drilling Limestone at 2412 m; annular pressure rise recorded, mud weight raised after control.",9.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0341,W082,840,Shale,Wellbore Instability,Medium,Borehole collapse tendency in Shale at 840 m; repeated back-reaming needed to maintain hole condition.,10.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0342,W083,1512,Shale,Casing Issue,Critical,Restricted casing passage through plastic Shale at 1512 m; hole conditioned and casing rerun.,51.8,Major non-productive time; section objectives affected and specialist intervention required.
E0343,W083,465,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 465 m in Shale; hole cleaning improved and pipe recovered.,12.9,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0344,W083,609,Shale,Mud Loss,Medium,Loss of circulation into porous Shale at 609 m; drilling paused and a lost-circulation-material pill spotted.,5.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0345,W083,3590,Sandstone,Mud Loss,Critical,Seepage-to-partial mud losses observed while drilling Sandstone at 3590 m; mud weight trimmed and losses monitored.,27.5,Major non-productive time; section objectives affected and specialist intervention required.
E0346,W084,693,Shale,Stuck Pipe,High,Differential/mechanical sticking of the string at 693 m in Shale; hole cleaning improved and pipe recovered.,24.8,Significant non-productive time; remedial operations and additional materials required.
E0347,W084,281,Claystone,Casing Issue,Medium,Casing integrity concern noted opposite Claystone at 281 m; pressure test anomaly investigated before proceeding.,15.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0348,W084,3029,Sandstone,Stuck Pipe,Critical,"Pack-off and stuck pipe in Sandstone at 3029 m; rotation lost, string freed after jarring and lubricant spotting.",46.6,Major non-productive time; section objectives affected and specialist intervention required.
E0349,W084,2112,Limestone,Kick,Low,"Unexpected formation influx in Limestone at 2112 m; flow check positive, BOP closed and circulation of kill mud carried out.",3.7,Minor non-productive time; operations resumed after routine parameter adjustment.
E0350,W084,69,Claystone,Casing Issue,Medium,Casing running difficulty at 69 m in the Claystone section; casing hung up and required reciprocation to reach depth.,16.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0351,W084,2893,Sandstone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 2893 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,6.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0352,W085,2541,Limestone,Mud Loss,Medium,Loss of circulation into porous Limestone at 2541 m; drilling paused and a lost-circulation-material pill spotted.,7.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0353,W085,2400,Limestone,Kick,Medium,"Pressure-related kick detected while drilling Limestone at 2400 m; annular pressure rise recorded, mud weight raised after control.",7.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0354,W086,1187,Shale,Stuck Pipe,High,Differential/mechanical sticking of the string at 1187 m in Shale; hole cleaning improved and pipe recovered.,25.7,Significant non-productive time; remedial operations and additional materials required.
E0355,W086,1565,Shale,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Shale at 1565 m; mud weight trimmed and losses monitored.,7.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0356,W086,2882,Limestone,Casing Issue,Medium,Restricted casing passage through plastic Limestone at 2882 m; hole conditioned and casing rerun.,14.6,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0357,W086,2963,Limestone,Kick,High,"Pressure-related kick detected while drilling Limestone at 2963 m; annular pressure rise recorded, mud weight raised after control.",18.1,Significant non-productive time; remedial operations and additional materials required.
E0358,W086,1671,Shale,Casing Issue,Low,Casing integrity concern noted opposite Shale at 1671 m; pressure test anomaly investigated before proceeding.,6.9,Minor non-productive time; operations resumed after routine parameter adjustment.
E0359,W086,3128,Sandstone,Wellbore Instability,Medium,Hole instability and cavings from the Sandstone interval at 3128 m; tight hole on connections and reaming required.,10.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0360,W087,1456,Shale,Wellbore Instability,High,Sloughing Shale at 1456 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,22.2,Significant non-productive time; remedial operations and additional materials required.
E0361,W087,2546,Limestone,Kick,Critical,"Pressure-related kick detected while drilling Limestone at 2546 m; annular pressure rise recorded, mud weight raised after control.",24.4,Major non-productive time; section objectives affected and specialist intervention required.
E0362,W087,2249,Limestone,Casing Issue,Medium,Casing running difficulty at 2249 m in the Limestone section; casing hung up and required reciprocation to reach depth.,13,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0363,W088,2488,Limestone,Kick,Medium,"Unexpected formation influx in Limestone at 2488 m; flow check positive, BOP closed and circulation of kill mud carried out.",8.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0364,W088,862,Shale,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 862 m in Shale; hole cleaning improved and pipe recovered.,40.2,Major non-productive time; section objectives affected and specialist intervention required.
E0365,W088,1061,Shale,Mud Loss,Low,Partial loss of drilling fluid recorded at 1061 m in the Shale interval; returns reduced and LCM pumped to regain circulation.,2.7,Minor non-productive time; operations resumed after routine parameter adjustment.
E0366,W088,2884,Limestone,Wellbore Instability,High,Hole instability and cavings from the Limestone interval at 2884 m; tight hole on connections and reaming required.,26.4,Significant non-productive time; remedial operations and additional materials required.
E0367,W088,591,Shale,Stuck Pipe,High,Drill string became stuck at 591 m within the Shale section; overpull observed and jarring / working of pipe required.,27.5,Significant non-productive time; remedial operations and additional materials required.
E0368,W089,698,Sandstone,Mud Loss,High,Loss of circulation into porous Sandstone at 698 m; drilling paused and a lost-circulation-material pill spotted.,12,Significant non-productive time; remedial operations and additional materials required.
E0369,W089,2005,Shale,Cementing Issue,Medium,Cement slurry losses while cementing across Shale at 2005 m; top of cement lower than designed.,10.2,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0370,W089,107,Conglomerate,Wellbore Instability,Low,Borehole collapse tendency in Conglomerate at 107 m; repeated back-reaming needed to maintain hole condition.,3.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0371,W089,1061,Sandstone,Wellbore Instability,High,Hole instability and cavings from the Sandstone interval at 1061 m; tight hole on connections and reaming required.,18.3,Significant non-productive time; remedial operations and additional materials required.
E0372,W090,798,Sandstone,Casing Issue,Low,Restricted casing passage through plastic Sandstone at 798 m; hole conditioned and casing rerun.,7.8,Minor non-productive time; operations resumed after routine parameter adjustment.
E0373,W090,2063,Shale,Mud Loss,Critical,Loss of circulation into porous Shale at 2063 m; drilling paused and a lost-circulation-material pill spotted.,28,Major non-productive time; section objectives affected and specialist intervention required.
E0374,W090,1999,Shale,Mud Loss,Low,Loss of circulation into porous Shale at 1999 m; drilling paused and a lost-circulation-material pill spotted.,2.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0375,W090,2119,Shale,Cementing Issue,Medium,Poor cement bond opposite Shale at 2119 m; channelling indicated on the bond log and a remedial squeeze planned.,11.2,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0376,W090,609,Sandstone,Kick,Medium,"Unexpected formation influx in Sandstone at 609 m; flow check positive, BOP closed and circulation of kill mud carried out.",8.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0377,W090,1630,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 1630 m in Shale; hole cleaning improved and pipe recovered.,15.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0378,W090,521,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 521 m; mud weight trimmed and losses monitored.,5.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0379,W091,3172,Limestone,Kick,Critical,"Unexpected formation influx in Limestone at 3172 m; flow check positive, BOP closed and circulation of kill mud carried out.",36,Major non-productive time; section objectives affected and specialist intervention required.
E0380,W091,1212,Sandstone,Mud Loss,Low,Partial loss of drilling fluid recorded at 1212 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,3.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0381,W091,2066,Shale,Kick,High,"Unexpected formation influx in Shale at 2066 m; flow check positive, BOP closed and circulation of kill mud carried out.",17.3,Significant non-productive time; remedial operations and additional materials required.
E0382,W091,1266,Sandstone,Stuck Pipe,Low,Differential/mechanical sticking of the string at 1266 m in Sandstone; hole cleaning improved and pipe recovered.,6.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0383,W091,1532,Sandstone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 1532 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,5.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0384,W091,1240,Sandstone,Kick,Low,"Influx indication at 1240 m in Sandstone; pit gain and flow observed, well shut in and killed using the driller's method.",3.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0385,W091,2485,Shale,Stuck Pipe,Low,"Pack-off and stuck pipe in Shale at 2485 m; rotation lost, string freed after jarring and lubricant spotting.",7.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0386,W091,1862,Shale,Stuck Pipe,Medium,Drill string became stuck at 1862 m within the Shale section; overpull observed and jarring / working of pipe required.,14.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0387,W092,579,Sandstone,Mud Loss,Critical,Partial loss of drilling fluid recorded at 579 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,18.5,Major non-productive time; section objectives affected and specialist intervention required.
E0388,W092,2704,Limestone,Kick,Critical,"Pressure-related kick detected while drilling Limestone at 2704 m; annular pressure rise recorded, mud weight raised after control.",25.6,Major non-productive time; section objectives affected and specialist intervention required.
E0389,W092,887,Sandstone,Mud Loss,Critical,Partial loss of drilling fluid recorded at 887 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,27.4,Major non-productive time; section objectives affected and specialist intervention required.
E0390,W093,1336,Shale,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 1336 m in Shale; hole cleaning improved and pipe recovered.,50.4,Major non-productive time; section objectives affected and specialist intervention required.
E0391,W093,608,Sandstone,Wellbore Instability,Critical,Borehole collapse tendency in Sandstone at 608 m; repeated back-reaming needed to maintain hole condition.,37.5,Major non-productive time; section objectives affected and specialist intervention required.
E0392,W093,984,Sandstone,Mud Loss,High,Seepage-to-partial mud losses observed while drilling Sandstone at 984 m; mud weight trimmed and losses monitored.,10.6,Significant non-productive time; remedial operations and additional materials required.
E0393,W093,1419,Shale,Cementing Issue,Low,Incomplete annular cement coverage near 1419 m in Shale; remedial cementing operation carried out.,3.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0394,W093,695,Sandstone,Kick,Medium,"Unexpected formation influx in Sandstone at 695 m; flow check positive, BOP closed and circulation of kill mud carried out.",9.5,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0395,W093,2251,Shale,Wellbore Instability,Medium,Borehole collapse tendency in Shale at 2251 m; repeated back-reaming needed to maintain hole condition.,9.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0396,W093,1481,Shale,Wellbore Instability,Critical,Sloughing Shale at 1481 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,36,Major non-productive time; section objectives affected and specialist intervention required.
E0397,W094,1485,Shale,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 1485 m in Shale; hole cleaning improved and pipe recovered.,57.6,Major non-productive time; section objectives affected and specialist intervention required.
E0398,W094,1129,Sandstone,Cementing Issue,High,Poor cement bond opposite Sandstone at 1129 m; channelling indicated on the bond log and a remedial squeeze planned.,19.4,Significant non-productive time; remedial operations and additional materials required.
E0399,W094,2545,Limestone,Stuck Pipe,Medium,"Pack-off and stuck pipe in Limestone at 2545 m; rotation lost, string freed after jarring and lubricant spotting.",15.8,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0400,W094,1623,Shale,Casing Issue,High,Casing running difficulty at 1623 m in the Shale section; casing hung up and required reciprocation to reach depth.,34.6,Significant non-productive time; remedial operations and additional materials required.
E0401,W094,1546,Shale,Mud Loss,High,Seepage-to-partial mud losses observed while drilling Shale at 1546 m; mud weight trimmed and losses monitored.,11.6,Significant non-productive time; remedial operations and additional materials required.
E0402,W095,1754,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 1754 m in Shale; hole cleaning improved and pipe recovered.,16,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0403,W095,2158,Shale,Stuck Pipe,Low,Differential/mechanical sticking of the string at 2158 m in Shale; hole cleaning improved and pipe recovered.,7,Minor non-productive time; operations resumed after routine parameter adjustment.
E0404,W095,967,Sandstone,Mud Loss,Critical,Partial loss of drilling fluid recorded at 967 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,21.5,Major non-productive time; section objectives affected and specialist intervention required.
E0405,W095,1806,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 1806 m; rotation lost, string freed after jarring and lubricant spotting.",13.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0406,W095,1384,Shale,Kick,High,"Influx indication at 1384 m in Shale; pit gain and flow observed, well shut in and killed using the driller's method.",15.9,Significant non-productive time; remedial operations and additional materials required.
E0407,W097,840,Sandstone,Mud Loss,Critical,Loss of circulation into porous Sandstone at 840 m; drilling paused and a lost-circulation-material pill spotted.,27.1,Major non-productive time; section objectives affected and specialist intervention required.
E0408,W097,3140,Limestone,Wellbore Instability,Low,Sloughing Limestone at 3140 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,4.4,Minor non-productive time; operations resumed after routine parameter adjustment.
E0409,W097,2651,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 2651 m in Shale; hole cleaning improved and pipe recovered.,16.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0410,W097,1163,Sandstone,Mud Loss,Medium,Seepage-to-partial mud losses observed while drilling Sandstone at 1163 m; mud weight trimmed and losses monitored.,5.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0411,W097,795,Sandstone,Mud Loss,High,Loss of circulation into porous Sandstone at 795 m; drilling paused and a lost-circulation-material pill spotted.,14.3,Significant non-productive time; remedial operations and additional materials required.
E0412,W099,2247,Shale,Wellbore Instability,Low,Sloughing Shale at 2247 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,4.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0413,W099,2256,Shale,Stuck Pipe,Critical,Differential/mechanical sticking of the string at 2256 m in Shale; hole cleaning improved and pipe recovered.,55.6,Major non-productive time; section objectives affected and specialist intervention required.
E0414,W099,34,Sandstone,Mud Loss,Medium,Partial loss of drilling fluid recorded at 34 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,7.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0415,W099,3052,Limestone,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 3052 m in Limestone; hole cleaning improved and pipe recovered.,11.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0416,W099,1759,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 1759 m; rotation lost, string freed after jarring and lubricant spotting.",11.4,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0417,W099,2138,Shale,Stuck Pipe,Medium,"Pack-off and stuck pipe in Shale at 2138 m; rotation lost, string freed after jarring and lubricant spotting.",11.7,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0418,W100,799,Sandstone,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Sandstone at 799 m; mud weight trimmed and losses monitored.,2.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0419,W100,1286,Sandstone,Mud Loss,High,Partial loss of drilling fluid recorded at 1286 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,10.6,Significant non-productive time; remedial operations and additional materials required.
E0420,W100,1363,Sandstone,Stuck Pipe,High,Differential/mechanical sticking of the string at 1363 m in Sandstone; hole cleaning improved and pipe recovered.,29,Significant non-productive time; remedial operations and additional materials required.
E0421,W102,792,Sandstone,Mud Loss,High,Partial loss of drilling fluid recorded at 792 m in the Sandstone interval; returns reduced and LCM pumped to regain circulation.,14.3,Significant non-productive time; remedial operations and additional materials required.
E0422,W102,1247,Sandstone,Mud Loss,Low,Seepage-to-partial mud losses observed while drilling Sandstone at 1247 m; mud weight trimmed and losses monitored.,2.6,Minor non-productive time; operations resumed after routine parameter adjustment.
E0423,W103,2111,Shale,Mud Loss,Low,Partial loss of drilling fluid recorded at 2111 m in the Shale interval; returns reduced and LCM pumped to regain circulation.,2.5,Minor non-productive time; operations resumed after routine parameter adjustment.
E0424,W103,2718,Shale,Stuck Pipe,Medium,Drill string became stuck at 2718 m within the Shale section; overpull observed and jarring / working of pipe required.,15.1,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0425,W103,2243,Shale,Stuck Pipe,Medium,Differential/mechanical sticking of the string at 2243 m in Shale; hole cleaning improved and pipe recovered.,11.3,Partial non-productive time; drilling suspended while the well was treated and conditioned.
E0426,W103,154,Sandstone,Stuck Pipe,Low,Drill string became stuck at 154 m within the Sandstone section; overpull observed and jarring / working of pipe required.,7.2,Minor non-productive time; operations resumed after routine parameter adjustment.
E0427,W103,1874,Shale,Wellbore Instability,High,Sloughing Shale at 1874 m produced excess cuttings volume and hole enlargement; mud properties adjusted.,26.3,Significant non-productive time; remedial operations and additional materials required.
