record_id,well_id,depth_m,mud_weight_ppg,rop_m_per_hr,rpm,wob_klbf
R003539,W058,2600,12.99,8.25,96.3,28.28
R003540,W058,2700,13.09,8.28,103.4,30.36
R003541,W058,2800,13.16,7.96,92.8,30.87
R003542,W058,2900,13.31,7.42,95.9,31.04
R003543,W058,3000,13.58,7.86,89.8,32.44
R003544,W058,3100,13.59,7.15,86.8,34.04
R003545,W058,3200,13.83,8.4,91.9,35.27
R003546,W058,3300,13.9,8.36,95.2,35.65
R003547,W058,3400,14.12,6.96,93.4,34.42
R003548,W059,100,9.07,33.46,147.7,6.24
R003549,W059,200,9.31,30.58,146.9,6.45
R003550,W059,300,9.49,34.03,143.1,6.38
R003551,W059,400,9.5,34.74,134.6,9.37
R003552,W059,500,9.72,34.45,133.3,7.5
R003553,W059,600,9.93,30.34,132.3,8.95
R003554,W059,700,9.91,20.03,128.4,11.25
R003555,W059,800,10.08,23.49,138,10.63
R003556,W059,900,10.22,20.1,130.1,13.44
R003557,W059,1000,10.35,21.01,127.4,14.31
R003558,W059,1100,10.41,19.84,125,14.76
R003559,W059,1200,10.68,21.43,132.1,16.21
R003560,W059,1300,10.81,18.41,122.2,16.31
R003561,W059,1400,10.85,20.32,119.7,15.74
R003562,W059,1500,11.02,21.18,125.6,15.98
R003563,W059,1600,11.15,18.84,122.5,17.6
R003564,W059,1700,11.33,17.84,118.9,20.39
R003565,W059,1800,11.48,16.22,118.8,20.9
R003566,W059,1900,11.79,15.36,119.8,20.76
R003567,W059,2000,11.96,13.29,120,23.09
R003568,W059,2100,12.12,14.41,112.3,22.28
R003569,W059,2200,12.24,15.35,109.3,22.66
R003570,W059,2300,12.37,13.04,107.9,24.14
R003571,W059,2400,12.52,12.75,110.6,24.6
R003572,W059,2500,12.61,13.32,110.6,26.41
R003573,W059,2600,12.9,8.62,93.1,30.54
R003574,W059,2700,13.06,8.2,96.4,29.59
R003575,W059,2800,13.18,8.12,90.7,32.55
R003576,W059,2900,13.39,8.18,94.1,30.91
R003577,W059,3000,13.51,8.46,95.3,32.38
R003578,W059,3100,13.58,8.19,90,35.85
R003579,W059,3200,13.86,7.32,89.5,33.66
R003580,W059,3300,13.89,7.52,92.5,36.39
R003581,W059,3400,14,6.97,90.1,36.2
R003582,W060,100,8.99,23.16,141,7.49
R003583,W060,200,9.17,22.42,146.8,6.59
R003584,W060,300,9.25,23.26,141.2,7.06
R003585,W060,400,9.39,24.73,139.5,10.25
R003586,W060,500,9.61,23.37,142.2,9.14
R003587,W060,600,9.74,20.99,129.6,11.72
R003588,W060,700,9.94,24.14,134.6,11.94
R003589,W060,800,10.08,19.74,134.3,11.82
R003590,W060,900,10.21,22.8,130.3,13.42
R003591,W060,1000,10.26,19.23,127.9,13.32
R003592,W060,1100,10.39,21.99,134.2,15.11
R003593,W060,1200,10.67,18.98,129.2,15.33
R003594,W060,1300,10.73,17.85,126.9,15.92
R003595,W060,1400,10.81,17.53,129.7,17.76
R003596,W060,1500,10.97,20.82,121.2,17.29
R003597,W060,1600,11.15,18.55,127.3,18.87
R003598,W060,1700,11.37,16.87,118.9,19.24
R003599,W060,1800,11.67,16.39,112.9,19.3
R003600,W060,1900,11.85,14.94,124.2,20.59
R003601,W060,2000,11.91,14.96,115,20.81
R003602,W060,2100,12.02,13.69,116.8,23.58
R003603,W060,2200,12.3,12.93,119.8,22.24
R003604,W060,2300,12.4,12.76,118.1,24.03
R003605,W060,2400,12.56,13.15,117,24.98
R003606,W060,2500,12.57,13.22,108.8,24.58
R003607,W060,2600,12.91,8.17,106.3,30.94
R003608,W060,2700,13.16,8.59,93.9,30.97
R003609,W060,2800,13.17,7.72,90,30.17
R003610,W060,2900,13.35,7.42,92.2,32.88
R003611,W060,3000,13.47,7.73,97.7,31.59
R003612,W060,3100,13.58,8.05,91.2,32.76
R003613,W060,3200,13.86,7.07,96.5,34.88
R003614,W060,3300,13.99,8.19,92.5,36.3
R003615,W060,3400,14.15,6.76,93.5,36.49
R003616,W061,100,9.21,33.64,151.3,6.34
R003617,W061,200,9.27,30.92,150.3,7.14
R003618,W061,300,9.36,30.61,137.9,8.65
R003619,W061,400,9.59,31.89,135.3,9.33
R003620,W061,500,9.66,35,133.5,7.72
R003621,W061,600,9.74,23.95,138.1,9.57
R003622,W061,700,9.84,19.98,131.7,11.34
R003623,W061,800,9.99,23.51,137,11.39
R003624,W061,900,10.15,21.25,139.7,13.73
R003625,W061,1000,10.35,22.6,138.3,15.07
R003626,W061,1100,10.41,21.59,131.2,13.46
R003627,W061,1200,10.61,19.54,134.4,16.4
R003628,W061,1300,10.68,17.7,134.2,14.89
R003629,W061,1400,10.93,19.83,119.7,17.61
R003630,W061,1500,11.03,18.89,118.9,16.23
R003631,W061,1600,11.1,18.65,124.3,18.02
R003632,W061,1700,11.57,13.49,126.9,20.97
R003633,W061,1800,11.7,15.22,113.5,20.65
R003634,W061,1900,11.73,13.87,114.2,20.72
R003635,W061,2000,11.91,15.38,118.3,22.04
R003636,W061,2100,12.11,15.33,120.6,22.31
R003637,W061,2200,12.3,13.12,114.5,22.52
R003638,W061,2300,12.33,12.99,109.3,23.19
R003639,W061,2400,12.71,9.51,108.1,27.73
R003640,W061,2500,12.74,8.98,103.9,29.43
R003641,W061,2600,12.96,7.93,94,29.63
R003642,W061,2700,13.1,8.23,98.3,29.16
R003643,W061,2800,13.15,8.77,100.7,30.26
R003644,W061,2900,13.38,8.42,94.9,33.29
R003645,W061,3000,13.58,8.16,94,33.06
R003646,W061,3100,13.68,8.42,89.2,34.54
R003647,W062,100,9.11,22.9,138.2,6.19
R003648,W062,200,9.26,23.36,146.8,6.64
R003649,W062,300,9.26,21.07,139.5,7.79
R003650,W062,400,9.52,21.85,141.4,7.82
R003651,W062,500,9.65,24.42,138.4,9.08
R003652,W062,600,9.75,24.16,138.2,10.48
R003653,W062,700,9.89,23.44,132.1,9.87
R003654,W062,800,10.08,21.34,132.8,12.84
R003655,W062,900,10.21,20.25,128.2,12.37
R003656,W062,1000,10.25,22.68,128.6,13.99
R003657,W062,1100,10.41,20.18,126.3,15.32
R003658,W062,1200,10.66,20.43,124.4,16.38
R003659,W062,1300,10.73,21,132.5,15.14
R003660,W062,1400,10.9,20.97,121.7,15.91
R003661,W062,1500,10.96,21.33,119.1,17.64
R003662,W062,1600,11.11,19.91,123.9,18.2
R003663,W062,1700,11.35,16.48,124.6,19.99
R003664,W062,1800,11.42,19.62,122.6,19.09
R003665,W062,1900,11.76,15.08,116.7,22.19
R003666,W062,2000,11.87,13.96,120.1,22.91
R003667,W062,2100,12.13,12.7,110.1,23.96
R003668,W062,2200,12.21,15.57,116.6,24.15
R003669,W062,2300,12.35,13.12,118.5,25.3
R003670,W062,2400,12.53,13.48,113.8,24.6
R003671,W062,2500,12.61,12.3,117,25.68
R003672,W062,2600,12.81,14.17,104.8,26.91
R003673,W062,2700,13.03,8.78,94.8,29.13
R003674,W062,2800,13.3,9.16,101.6,31.67
R003675,W062,2900,13.44,8.64,95.7,30.9
R003676,W062,3000,13.46,8.84,97.2,32.8
R003677,W062,3100,13.69,8.6,88.3,33.84
R003678,W062,3200,13.8,8.14,90.4,34.9
R003679,W062,3300,14.01,7.47,90.6,35.07
R003680,W062,3400,14.15,8.24,82.6,35.23
R003681,W062,3500,14.22,6.49,84.5,35.16
R003682,W063,100,9.2,30.63,145.4,6.01
R003683,W063,200,9.35,29.67,144.9,7.05
R003684,W063,300,9.44,34.85,139.7,8.77
R003685,W063,400,9.63,28.5,144.1,7.49
R003686,W063,500,9.67,30.85,135,7.62
R003687,W063,600,9.87,28.95,131.9,8.32
R003688,W063,700,9.93,22.86,128.8,12.78
R003689,W063,800,10,21.82,131.6,11.88
R003690,W063,900,10.19,20.53,133.8,11.89
R003691,W063,1000,10.31,20.78,131.4,12.99
R003692,W063,1100,10.45,22.7,127.8,14.28
R003693,W063,1200,10.63,19.7,124.5,14.85
R003694,W063,1300,10.75,17.68,131.6,14.97
R003695,W063,1400,10.84,20.46,123.4,16.12
R003696,W063,1500,11.04,17.99,130.2,18.5
R003697,W063,1600,10.95,20.03,119.8,16.01
R003698,W063,1700,11.3,20.06,119,19.03
R003699,W063,1800,11.42,19.13,117.6,18.83
R003700,W063,1900,11.74,13.39,122.1,21.85
R003701,W063,2000,11.89,16.2,116.5,21.41
R003702,W063,2100,12.14,15.69,118.2,23.71
R003703,W063,2200,12.25,13.56,114.9,24.01
R003704,W063,2300,12.34,14.28,117.7,24.56
R003705,W063,2400,12.5,12.78,103.7,28.28
R003706,W063,2500,12.62,12.41,108.6,27.21
R003707,W063,2600,12.96,8.26,96.6,29.51
R003708,W063,2700,13.11,8.61,94.7,31.54
R003709,W063,2800,13.18,9.49,100.1,30.56
R003710,W063,2900,13.32,8.72,93.9,30.91
R003711,W063,3000,13.59,8.47,95.9,32.13
R003712,W063,3100,13.72,7.21,96.3,33.81
R003713,W063,3200,13.8,6.95,87.9,33.12
R003714,W063,3300,14.02,8.31,91.6,34.74
R003715,W063,3400,14.1,7.23,87.3,36.33
R003716,W064,100,8.98,26.17,140.9,5.78
R003717,W064,200,9.26,22.83,138.8,6.51
R003718,W064,300,9.38,22.69,137.6,9.5
R003719,W064,400,9.41,20.41,135.5,9.79
R003720,W064,500,9.62,24.21,140.5,10.8
R003721,W064,600,9.7,23.18,131.3,10.98
R003722,W064,700,9.94,23.67,130.9,11.18
R003723,W064,800,10.08,20.66,139.5,10.82
R003724,W064,900,10.21,21.08,135.5,11.45
R003725,W064,1000,10.27,22.11,127.8,12.44
R003726,W064,1100,10.52,18.65,137.1,15.46
R003727,W064,1200,10.58,20.44,124.7,16
R003728,W064,1300,10.71,18.44,130,15.13
R003729,W064,1400,10.87,19.15,130.4,17.44
R003730,W064,1500,10.99,17.64,119.4,17.7
R003731,W064,1600,11.23,16.58,125.7,17.55
R003732,W064,1700,11.24,18.7,125.1,19.9
R003733,W064,1800,11.74,11.34,104.4,21.99
R003734,W064,1900,11.81,14.69,117.7,22.52
R003735,W064,2000,11.86,15.86,112.5,22.81
R003736,W064,2100,12.01,14.34,120.2,22
R003737,W064,2200,12.18,14.13,116.6,23.42
R003738,W064,2300,12.32,13.66,118.4,25.14
R003739,W064,2400,12.47,13.76,111.4,24.67
R003740,W064,2500,12.75,8.39,102.8,27.58
R003741,W064,2600,12.93,9.27,93.7,31.13
R003742,W064,2700,13.06,9.23,101.5,29.43
R003743,W064,2800,13.19,9.42,97.5,31
R003744,W064,2900,13.43,8.05,91,33.38
R003745,W064,3000,13.53,8.11,96.6,31.35
R003746,W064,3100,13.61,7.39,87.9,33.81
R003747,W064,3200,13.77,7.04,94.3,33.61
R003748,W064,3300,13.86,7.65,83.8,33.72
R003749,W064,3400,14.09,6.88,93.6,35.55
R003750,W065,100,9.15,31.96,138.9,6.07
R003751,W065,200,9.24,36.87,141.9,5.89
R003752,W065,300,9.44,31.93,138.6,7.21
R003753,W065,400,9.51,28.48,140.3,7.51
R003754,W065,500,9.75,30.98,144.4,7.62
R003755,W065,600,9.82,32.96,134.2,9.09
R003756,W065,700,9.95,20.07,136,10.47
R003757,W065,800,10.19,23.71,137.1,11.96
R003758,W065,900,10.14,21.79,133,14.21
R003759,W065,1000,10.26,22.81,126.7,12.96
R003760,W065,1100,10.49,19.36,131.9,15.7
R003761,W065,1200,10.67,18.34,135.1,14.62
R003762,W065,1300,10.78,17.88,127.6,15.03
R003763,W065,1400,10.87,20.24,132.3,15.23
R003764,W065,1500,10.99,19.07,120.3,17.2
R003765,W065,1600,11.2,16.57,125.4,19.64
R003766,W065,1700,11.37,18.81,126.2,17.5
R003767,W065,1800,11.5,17.27,122.2,20.38
R003768,W065,1900,11.74,14.57,117.8,20.65
R003769,W065,2000,11.97,14.48,116.7,21.79
R003770,W065,2100,12.14,13.95,109.7,21.77
R003771,W065,2200,12.15,13.92,114.8,23.24
R003772,W065,2300,12.43,13.78,106.7,25.32
R003773,W065,2400,12.51,12.59,111.1,26.7
R003774,W065,2500,12.71,13.5,104.4,27.16
R003775,W065,2600,12.81,13.99,110.3,27.53
R003776,W065,2700,12.98,13.03,113,27.62
R003777,W065,2800,13.18,8,96.5,32.68
R003778,W065,2900,13.41,9.03,100.3,30.93
R003779,W065,3000,13.59,8.9,87.7,33.56
R003780,W065,3100,13.64,8.12,94.1,32.08
R003781,W065,3200,13.77,8.6,90.2,34.64
R003782,W065,3300,14.01,7.29,87.4,34.83
R003783,W065,3400,14,8.09,89.8,36.96
R003784,W065,3500,14.25,6.53,88.4,36.86
R003785,W065,3600,14.35,6.48,92.2,35.89
R003786,W066,100,9.17,31.65,138.8,6.92
R003787,W066,200,9.26,33.2,146.8,5.41
R003788,W066,300,9.41,28.82,140.1,6.39
R003789,W066,400,9.56,32.59,135.2,9.37
R003790,W066,500,9.64,34.48,142.7,9.55
R003791,W066,600,9.86,28.54,133.9,8.92
R003792,W066,700,9.92,24.22,129,10.58
R003793,W066,800,10.07,22.77,138.6,10.65
R003794,W066,900,10.11,21.82,127.8,13.29
R003795,W066,1000,10.26,23,124.7,14.43
R003796,W066,1100,10.51,21.55,125.2,14.15
R003797,W066,1200,10.56,18.45,128.8,15.16
R003798,W066,1300,10.68,18.13,123.4,16.61
R003799,W066,1400,10.87,20.96,123.4,15.57
R003800,W066,1500,11.04,21.02,131,16.04
R003801,W066,1600,11.11,19.18,117.1,18.82
R003802,W066,1700,11.27,20.27,127.5,18.06
R003803,W066,1800,11.53,19.05,124.3,19.66
R003804,W066,1900,11.72,14.3,117.8,20.03
R003805,W066,2000,11.94,12.82,120.6,22.14
R003806,W066,2100,12.15,12.87,115.3,21.55
R003807,W066,2200,12.22,12.64,118.6,22.94
R003808,W066,2300,12.34,12.73,118.5,25.68
R003809,W066,2400,12.57,12.15,114.2,23.88
R003810,W066,2500,12.61,13.18,116.9,26.45
R003811,W066,2600,12.84,13.48,106,26.68
R003812,W066,2700,13.04,8.23,100.6,30.74
R003813,W066,2800,13.21,7.92,94.1,30.81
R003814,W066,2900,13.31,9.37,93.2,33.33
R003815,W066,3000,13.53,8.64,99.1,33.55
R003816,W066,3100,13.64,8.79,91.7,32.13
R003817,W066,3200,13.84,7.48,97.5,33.94
R003818,W066,3300,13.89,7.18,97.4,35.52
R003819,W066,3400,14.02,7.32,87,36.45
R003820,W066,3500,14.15,7.64,93.6,36.01
R003821,W066,3600,14.31,7.08,90.1,36.63
R003822,W067,100,9.15,36.45,147.2,4.32
R003823,W067,200,9.41,30.79,137.4,7.8
R003824,W067,300,9.48,31.51,140.2,6.63
R003825,W067,400,9.52,30.33,136.1,7.26
R003826,W067,500,9.69,33.62,139.7,9.57
R003827,W067,600,9.83,24.32,135.6,11.58
R003828,W067,700,9.89,21.8,130.6,10.5
R003829,W067,800,9.96,22.71,137,11.78
R003830,W067,900,10.13,19.66,128.6,12.09
R003831,W067,1000,10.25,21.45,129.3,14.83
R003832,W067,1100,10.54,18.98,135.8,15.49
R003833,W067,1200,10.54,20.48,127.7,15.73
R003834,W067,1300,10.81,21.97,129.9,15.54
R003835,W067,1400,10.82,17.97,129.8,15.19
R003836,W067,1500,11.08,20.07,125.7,18.12
R003837,W067,1600,11.11,18.32,127,18.96
R003838,W067,1700,11.28,18.58,124,18.58
R003839,W067,1800,11.62,15.19,126.2,20.21
R003840,W067,1900,11.78,13.26,113.5,22.4
R003841,W067,2000,11.76,16.45,118,22.16
R003842,W067,2100,12.13,12.85,122.5,24.18
R003843,W067,2200,12.24,15.35,112.3,24.04
R003844,W067,2300,12.43,13.72,117.2,23.66
R003845,W067,2400,12.54,14.25,110.3,26.03
R003846,W067,2500,12.87,8.21,99,29.28
R003847,W067,2600,12.88,8.61,93.1,31.24
R003848,W067,2700,13.03,9.1,103,30.19
R003849,W067,2800,13.26,7.88,91.6,31.25
R003850,W067,2900,13.29,8.43,94.8,33.46
R003851,W067,3000,13.56,8.25,93,34.23
R003852,W067,3100,13.61,7.89,90.2,32.97
R003853,W067,3200,13.8,7.54,90.7,34.02
R003854,W068,100,9.07,23.79,140.5,7.67
R003855,W068,200,9.11,25.41,147.6,8.75
R003856,W068,300,9.3,23.73,134.2,7.14
R003857,W068,400,9.43,23.07,132.9,8.89
R003858,W068,500,9.58,22.88,132.2,10.33
R003859,W068,600,9.77,23.17,139.7,11.23
R003860,W068,700,9.93,23.07,138.4,11.78
R003861,W068,800,10.08,23.37,138.6,11.91
R003862,W068,900,10.13,19.82,133.6,13.65
R003863,W068,1000,10.39,20.62,126,12.92
R003864,W068,1100,10.51,19.84,125,14.35
R003865,W068,1200,10.63,21.75,124.8,14.7
R003866,W068,1300,10.79,18.34,121.6,16.81
R003867,W068,1400,10.93,21.48,125.9,15.39
R003868,W068,1500,10.95,17.04,120,16.32
R003869,W068,1600,11.25,20.69,121.6,18.58
R003870,W068,1700,11.34,18.15,116.5,19.56
R003871,W068,1800,11.46,16.75,123.8,20.22
R003872,W068,1900,11.57,16.61,124.2,20.4
R003873,W068,2000,11.92,13.57,120.2,22.94
R003874,W068,2100,12.15,15.62,117,22.97
R003875,W068,2200,12.28,12.68,110.5,22.4
R003876,W068,2300,12.37,12.29,108.8,25.44
R003877,W068,2400,12.58,12.78,110.6,24.12
R003878,W068,2500,12.61,12.1,114,25.16
R003879,W068,2600,12.84,13.34,113.6,26.52
R003880,W068,2700,12.96,11.45,101.7,26.5
R003881,W068,2800,13.07,11.22,108.6,29.04
R003882,W068,2900,13.4,8.94,102.4,32.55
R003883,W068,3000,13.56,9.14,100.7,33.5
R003884,W068,3100,13.59,8.5,95.6,34.1
R003885,W068,3200,13.75,7.13,90.3,35.18
R003886,W068,3300,13.93,6.81,96.5,36.14
R003887,W068,3400,14.05,7.89,91.1,36.09
R003888,W068,3500,14.15,6.46,84.8,36.91
R003889,W068,3600,14.42,6.31,91.3,36.43
R003890,W068,3700,14.57,7.59,89.4,37.75
R003891,W068,3800,14.72,7.09,91.4,37.42
R003892,W069,175,9.36,17.65,133.5,8.85
R003893,W069,350,9.66,18.09,134.1,8.98
R003894,W069,525,9.87,18.9,141.3,9.77
R003895,W069,700,9.91,22.2,129.9,12.24
R003896,W069,875,10.37,16.47,126.2,13.77
R003897,W069,1050,10.54,16.93,134.4,14.74
R003898,W069,1225,10.9,18.3,129.3,15.39
R003899,W069,1400,11.09,14.89,121.5,19.13
R003900,W069,1575,11.41,12.05,107.7,21.95
R003901,W069,1750,11.67,11.15,108.6,22.49
R003902,W069,1925,12.02,11.48,102.3,24.91
R003903,W069,2100,12.23,10.07,99.9,27.21
R003904,W069,2275,12.44,8.54,99,27.61
R003905,W069,2450,12.74,10.22,108.3,27.75
R003906,W069,2625,13.04,8.13,99.7,28.98
R003907,W069,2800,12.86,14.64,105.7,28.08
R003908,W069,2975,13.16,15.29,105.4,28.22
R003909,W070,175,9.18,30.13,143.7,5.62
R003910,W070,350,9.51,34.73,142.2,8.54
R003911,W070,525,9.85,18.16,140.7,11.03
R003912,W070,700,10.02,19.12,126.3,10.89
R003913,W070,875,10.28,16.05,127,12.79
R003914,W070,1050,10.54,18.96,134.6,15.02
R003915,W070,1225,10.9,17.33,123.8,16.61
R003916,W070,1400,11.02,17.34,117.5,17.91
R003917,W070,1575,11.4,16.06,118,17.95
R003918,W070,1750,11.76,11.35,112.5,24.13
R003919,W070,1925,11.98,10.87,112.5,25.95
R003920,W070,2100,12.3,9.44,110.7,26.37
R003921,W070,2275,12.45,9.07,99.2,28.43
R003922,W070,2450,12.63,10.07,105,28.85
R003923,W070,2625,12.99,9.78,100.1,29.33
R003924,W070,2800,13.22,8.92,93.7,31.73
R003925,W070,2975,13.52,7.81,91.1,31.74
R003926,W070,3150,13.31,15.17,98.5,28.51
R003927,W070,3325,13.68,14.14,107.3,31.24
R003928,W071,175,9.37,18.39,143.9,8.67
R003929,W071,350,9.58,18.98,139.6,11
R003930,W071,525,9.88,17.24,131.3,10.66
R003931,W071,700,10.07,16.06,136.9,13.04
R003932,W071,875,10.29,15.6,133.2,14.89
R003933,W071,1050,10.54,16.31,123.2,13.79
R003934,W071,1225,10.77,15.44,121.6,16.79
R003935,W071,1400,11.11,17.74,127,17.73
R003936,W071,1575,11.26,13.81,123.2,19.75
R003937,W071,1750,11.8,11.51,109.5,24.66
R003938,W071,1925,12.03,10.58,114.6,23.15
R003939,W071,2100,12.27,10.89,99,25.47
R003940,W071,2275,12.5,8.82,104.1,26.45
R003941,W071,2450,12.69,9.52,106.5,29.7
R003942,W071,2625,12.99,8.35,101.1,30.4
R003943,W071,2800,13.25,8.37,90.4,30.1
R003944,W071,2975,13.43,8.27,93.3,33.67
R003945,W071,3150,13.7,8.11,89.1,33.25
R003946,W071,3325,13.7,12.77,98.5,31.54
R003947,W071,3500,13.81,13.24,99.6,33.35
R003948,W072,175,9.23,32.37,148.9,7.24
R003949,W072,350,9.53,30.98,137.4,9.12
R003950,W072,525,9.92,17.54,128.7,11.14
R003951,W072,700,10.15,18.35,127,11.51
R003952,W072,875,10.33,18.43,133.7,14.72
R003953,W072,1050,10.64,15.84,132.5,15.64
R003954,W072,1225,10.89,17.78,131.8,16.06
R003955,W072,1400,11.11,14.25,118.3,17.96
R003956,W072,1575,11.44,11.25,106.6,22.01
R003957,W072,1750,11.68,10.51,111.4,24.25
R003958,W072,1925,11.96,10.5,110.1,25.95
R003959,W072,2100,12.24,10.38,106.1,25.95
R003960,W072,2275,12.54,10.42,97.4,28.6
R003961,W072,2450,12.75,9.95,97.1,29.86
R003962,W072,2625,13.01,8.5,103.5,30.24
R003963,W072,2800,12.84,15.28,105.9,28.16
R003964,W072,2975,13.09,12.7,108.3,29.54
R003965,W073,175,9.42,19.44,141.1,8.42
R003966,W073,350,9.53,19.33,130.7,8.24
R003967,W073,525,9.79,16.35,138.6,10.59
R003968,W073,700,10.14,19.8,128.5,11.65
R003969,W073,875,10.37,17.16,137.6,12.29
R003970,W073,1050,10.65,15.8,122.9,13.73
R003971,W073,1225,10.83,17.28,133.4,15.69
R003972,W073,1400,11.07,17.23,120.9,17.27
R003973,W073,1575,11.35,14.73,126,19.04
R003974,W073,1750,11.73,10.36,108.5,24.71
R003975,W073,1925,11.98,10.15,101.4,25.83
R003976,W073,2100,12.19,10.06,104.7,25.66
R003977,W073,2275,12.53,8.63,100,26.82
R003978,W073,2450,12.75,8.71,96.9,29.39
R003979,W073,2625,13,7.91,101.3,30.32
R003980,W073,2800,13.15,9.05,92.8,30.48
R003981,W073,2975,13.44,7.38,95.4,33.64
R003982,W073,3150,13.38,14.33,107.2,30.78
R003983,W073,3325,13.56,12.58,98.3,30.33
R003984,W074,175,9.29,32.36,147.7,5.35
R003985,W074,350,9.51,32.19,135.5,8.99
R003986,W074,525,9.95,17.12,141.9,12.05
R003987,W074,700,10.11,17.69,126.5,11.59
R003988,W074,875,10.29,18.22,126.2,12.4
R003989,W074,1050,10.56,17.19,122.2,14.71
R003990,W074,1225,10.78,16.47,121.6,16.41
R003991,W074,1400,11.08,15.43,125,18.62
R003992,W074,1575,11.28,14.85,125.5,19.13
R003993,W074,1750,11.69,10.63,111.5,22.92
R003994,W074,1925,12.05,10.57,103.9,26.02
R003995,W074,2100,12.24,9.62,112.4,27.05
R003996,W074,2275,12.56,10.75,101.8,27.15
R003997,W074,2450,12.68,9.89,106,27.76
R003998,W074,2625,13,8.51,103.9,30.26
R003999,W074,2800,13.2,8.53,90.9,32.74
R004000,W074,2975,13.12,15.4,106.9,29.7
R004001,W074,3150,13.34,13.23,106.1,29.63
R004002,W075,175,9.4,19.02,141,9.8
R004003,W075,350,9.59,20.71,136.2,10.83
R004004,W075,525,9.82,17.77,138.7,11.08
R004005,W075,700,10.1,17.07,132.6,11.13
R004006,W075,875,10.31,18.19,125.6,12.67
R004007,W075,1050,10.58,15.46,125.9,13.89
R004008,W075,1225,10.91,15.58,128,17.7
R004009,W075,1400,11.1,16.52,124,17.73
R004010,W075,1575,11.48,11.29,118.6,22.89
R004011,W075,1750,11.67,11.05,108.2,23.2
R004012,W075,1925,12,10.15,104,24.71
R004013,W075,2100,12.31,10.88,110.2,26.16
R004014,W075,2275,12.53,10.68,110.4,26.34
R004015,W075,2450,12.79,8.23,95.4,29.14
R004016,W075,2625,12.61,16.05,108.9,27.14
R004017,W075,2800,12.84,15.33,104.1,26.8
R004018,W076,175,9.25,36.42,142.1,7.58
R004019,W076,350,9.49,30.52,141.9,7.85
R004020,W076,525,9.74,34.42,134.6,8.87
R004021,W076,700,10.12,19.14,128,13.49
R004022,W076,875,10.27,16.71,129.2,14.4
R004023,W076,1050,10.53,16.83,130.3,13.88
R004024,W076,1225,10.8,15.1,126.2,16.45
R004025,W076,1400,11.16,14.56,125.8,16.95
R004026,W076,1575,11.32,16.01,128.5,18.94
R004027,W076,1750,11.54,12.51,111.4,22.51
R004028,W076,1925,11.98,11.51,101.5,23.31
R004029,W076,2100,12.19,9.68,107.6,27.1
R004030,W076,2275,12.53,9.28,102.8,26.82
R004031,W076,2450,12.81,8.76,104.7,29.71
R004032,W076,2625,12.96,9.24,105.5,29.63
R004033,W076,2800,13.29,9.34,91.3,30.56
R004034,W076,2975,13.12,13.99,104.5,29
R004035,W076,3150,13.35,13.74,98.7,31.12
R004036,W077,175,9.21,32.38,147.5,7.55
R004037,W077,350,9.55,30.72,145.6,6.44
R004038,W077,525,9.88,17.62,142.3,10
R004039,W077,700,10.14,19.43,134.1,11.96
R004040,W077,875,10.28,17.07,135.4,13.44
R004041,W077,1050,10.57,18.51,128.2,15.75
R004042,W077,1225,10.79,18.52,127.1,15.7
R004043,W077,1400,11.1,16.48,129.6,16.64
R004044,W077,1575,11.56,11.6,114.6,21
R004045,W077,1750,11.81,9.73,105.2,22.28
R004046,W077,1925,11.94,9.51,108.3,23.19
R004047,W077,2100,12.17,9.13,102.7,24.55
R004048,W077,2275,12.53,9.55,101,27.99
R004049,W077,2450,12.75,9.43,96.2,27.42
R004050,W077,2625,12.93,8.44,98.9,30.12
R004051,W077,2800,12.9,14.57,103.5,28.73
R004052,W077,2975,13.18,15.51,102.8,29.61
R004053,W078,175,9.36,19.79,138.7,9.43
R004054,W078,350,9.57,19.73,137.3,9.88
R004055,W078,525,9.88,19.3,139.1,12.09
R004056,W078,700,10.13,18.09,129.6,12.76
R004057,W078,875,10.41,19.36,128.2,14.12
R004058,W078,1050,10.54,17.74,127.7,14.09
R004059,W078,1225,10.89,16.02,133.2,15.54
R004060,W078,1400,11.12,15.94,122.2,17.87
R004061,W078,1575,11.32,16.21,128.2,18.73
R004062,W078,1750,11.77,9.94,106.4,24.53
R004063,W078,1925,11.9,9.69,107.3,24.78
R004064,W078,2100,12.16,10.33,103.9,27.06
R004065,W078,2275,12.55,10.19,102.1,28.26
R004066,W078,2450,12.7,8.31,105.2,29.14
R004067,W078,2625,13.04,8.76,98.1,29.35
R004068,W078,2800,13.27,8.37,94.7,31.54
R004069,W078,2975,13.55,8.77,101.1,32
R004070,W078,3150,13.68,7.46,91.3,35.11
R004071,W078,3325,13.62,14.02,101.7,30.86
R004072,W078,3500,13.85,11.74,95.6,31.33
R004073,W079,175,9.27,33.44,141.6,7.68
R004074,W079,350,9.52,33.64,138.6,8.09
R004075,W079,525,9.9,19.73,140.3,10.01
R004076,W079,700,10.06,19.72,139.2,11.11
R004077,W079,875,10.29,18.57,132.3,13.69
R004078,W079,1050,10.51,16.26,126.8,15.65
R004079,W079,1225,10.88,18.42,125.3,15.05
R004080,W079,1400,11.05,13.97,118,18.03
R004081,W079,1575,11.53,12.23,108.7,21.27
R004082,W079,1750,11.68,11.19,114,22.38
R004083,W079,1925,11.96,10.83,106.7,23.94
R004084,W079,2100,12.2,9.08,106.6,25.04
R004085,W079,2275,12.42,10.24,99.2,26.98
